Občanství,Kód,Kód zn.,Kód zn.,Hlavní město Praha 017  Q2,Středočeský kraj 017  Q2,Jihočeský kraj 017  Q2,Plzeňský kraj 017  Q2,Karlovarský kraj 017  Q2,Ústecký kraj 017  Q2,Liberecký kraj 017  Q2,Královéhradecký kraj 017  Q2,Pardubický kraj 017  Q2,Kraj Vysočina 017  Q2,Jihomoravský kraj 017  Q2,Olomoucký kraj 017  Q2,Moravskoslezský kraj 017  Q2,Zlínský kraj 017  Q2
Chorvatsko,191,HR,HRV,177,31,6,15,18,19,8,2,8,4,30,18,25,14
Kuba,192,CU,CUB,17,7,1,1,0,5,2,3,0,1,2,4,2,3
Kypr,196,CY,CYP,13,0,2,0,0,0,0,0,0,0,0,0,1,1
Česko,203,CZ,CZE,297850,249095,120551,102802,50350,123900,89226,103885,88215,83932,211838,104512,183438,106471
Benin,204,BJ,BEN,9,1,0,0,0,4,1,0,0,0,0,1,0,1
Dánsko,208,DK,DNK,47,6,0,1,1,4,1,0,0,1,3,0,4,1
Dominikánská republika,214,DO,DOM,2,3,0,0,0,0,0,0,0,0,0,0,0,0
Ekvádor,218,EC,ECU,2,3,0,1,0,0,0,1,0,0,1,1,1,0
Salvador,222,SV,SLV,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Etiopie,231,ET,ETH,13,1,0,0,0,0,0,1,0,0,0,0,0,0
Eritrea,232,ER,ERI,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonsko,233,EE,EST,15,3,0,0,0,2,0,1,0,0,2,0,1,0
Finsko,246,FI,FIN,39,3,0,0,0,2,0,1,0,1,4,2,0,0
Alandy,248,AX,ALA,11,6,0,0,6,4,1,2,0,0,6,1,4,0
Francie,250,FR,FRA,366,49,14,14,6,6,4,2,10,7,32,10,14,9
Gruzie,268,GE,GEO,64,7,2,1,6,1,1,0,1,0,4,0,3,0
Gambie,270,GM,GMB,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Palestina,275,PS,PSE,4,4,1,0,0,0,0,0,0,0,0,0,1,0
Německo,276,DE,DEU,456,214,92,258,330,1340,78,48,34,26,96,63,54,20
Ghana,288,GH,GHA,26,3,0,0,0,7,1,1,3,0,3,1,0,1
Řecko,300,GR,GRC,80,11,0,2,4,7,6,4,4,2,28,14,40,1
Guatemala,320,GT,GTM,3,1,0,0,0,0,0,0,0,0,0,0,0,0
Guinea,324,GN,GIN,12,2,0,0,0,0,0,0,0,0,1,0,1,0
Guyana,328,GY,GUY,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Vatikán,336,VA,VAT,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Honduras,340,HN,HND,3,0,0,0,0,0,0,0,1,0,0,0,0,0
Hongkong,344,HK,HKG,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Maďarsko,348,HU,HUN,280,50,14,47,17,24,15,34,20,11,72,14,23,6
Island,352,IS,ISL,8,1,0,0,1,0,0,0,0,0,0,0,0,0
Indie,356,IN,IND,72,6,0,0,2,3,2,1,1,0,9,1,7,1
Indonésie,360,ID,IDN,4,0,0,0,0,0,1,0,1,0,0,0,1,0
Írán,364,IR,IRN,11,3,1,4,0,0,4,1,0,0,1,2,0,1
Irák,368,IQ,IRQ,25,9,2,1,1,7,1,1,2,0,9,0,3,0
Irsko,372,IE,IRL,115,14,6,12,3,3,0,4,3,3,10,3,5,2
Izrael,376,IL,ISR,49,10,1,1,3,4,1,3,1,0,3,1,1,1
Itálie,380,IT,ITA,491,64,20,27,20,42,11,9,13,5,86,31,55,39
Pobřeží slonoviny,384,CI,CIV,10,1,0,0,1,1,1,0,0,0,0,1,0,0
Jamajka,388,JM,JAM,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Japonsko,392,JP,JPN,45,7,0,0,0,2,0,2,2,1,6,1,1,1
Kazachstán,398,KZ,KAZ,343,84,4,5,26,44,10,6,2,4,7,7,4,1
Jordánsko,400,JO,JOR,14,4,0,0,1,3,1,0,2,0,2,0,1,1
Keňa,404,KE,KEN,2,0,0,0,0,2,1,1,0,0,1,0,2,0
Korejská lidově demokratická republika,408,KP,PRK,2,0,0,1,0,0,0,0,0,0,0,0,0,0
Korejská republika,410,KR,KOR,34,1,1,2,0,0,0,0,0,1,1,1,10,0
Kuvajt,414,KW,KWT,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Kyrgyzstán,417,KG,KGZ,36,5,1,1,17,4,1,0,0,0,3,1,0,1
Laos,418,LA,LAO,2,1,0,0,0,0,0,0,0,0,1,0,0,0
Libanon,422,LB,LBN,19,1,1,2,1,6,2,1,4,1,0,2,1,0
Lotyšsko,428,LV,LVA,46,8,10,5,2,4,1,1,0,8,3,0,1,1
Libérie,430,LR,LBR,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Libye,434,LY,LBY,7,1,0,0,0,0,0,1,0,0,5,0,1,0
Litva,440,LT,LTU,49,15,4,9,3,3,4,2,2,23,15,0,1,1
Lucembursko,442,LU,LUX,5,0,0,0,0,1,0,0,0,0,0,0,0,0
Madagaskar,450,MG,MDG,3,0,0,0,0,0,1,0,1,0,1,0,1,0
Malajsie,458,MY,MYS,5,0,0,0,0,1,0,0,0,0,0,0,0,0
Mali,466,ML,MLI,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Malta,470,MT,MLT,5,1,1,0,0,1,0,1,0,0,0,0,1,0
Mauritánie,478,MR,MRT,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mauricius,480,MU,MUS,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexiko,484,MX,MEX,41,3,1,2,1,0,0,2,2,0,3,1,2,0
Monako,492,MC,MCO,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Mongolsko,496,MN,MNG,68,11,1,9,11,8,9,13,4,9,38,10,4,12
Moldavsko,498,MD,MDA,260,115,23,57,17,38,37,24,16,28,50,29,8,13
Černá Hora,499,ME,MNE,13,3,0,2,3,2,0,1,0,0,1,2,1,0
Maroko,504,MA,MAR,36,5,0,0,0,3,2,0,0,0,1,1,2,1
Namibie,516,,NAM,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Nepál,524,NP,NPL,3,1,0,3,0,3,0,1,0,0,2,0,0,0
Nizozemsko,528,NL,NLD,95,30,24,12,6,18,20,14,9,7,21,10,4,8
Nizozemské Antily,530,AN,ANT,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Curacao,531,CW,CUW,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vanuatu,548,VU,VUT,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Nový Zéland,554,NZ,NZL,14,3,0,0,0,2,3,1,1,0,2,0,1,1
Niger,562,NE,NER,11,2,0,0,0,0,0,0,0,0,1,0,0,0
Nigérie,566,NG,NGA,116,8,1,0,1,12,1,1,1,0,3,0,2,1
Norsko,578,NO,NOR,12,3,1,0,0,1,2,0,0,0,0,0,0,1
Pákistán,586,PK,PAK,42,10,0,5,0,5,0,2,0,1,3,1,1,0
Panama,591,PA,PAN,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Paraguay,600,PY,PRY,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Peru,604,PE,PER,19,9,0,0,0,5,0,1,0,0,8,1,2,0
Filipíny,608,PH,PHL,30,4,0,2,0,5,0,0,0,0,0,0,0,2
Polsko,616,PL,POL,397,169,37,57,31,115,140,292,65,22,113,134,781,36
Portugalsko,620,PT,PRT,44,5,0,4,2,1,2,1,1,1,7,1,5,0
Guinea-Bissau,624,GW,GNB,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Portoriko,630,PR,PRI,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Katar,634,QA,QAT,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rumunsko,642,RO,ROU,536,136,42,210,27,82,21,35,49,21,121,40,13,43
Rusko,643,RU,RUS,1778,357,21,41,186,128,38,20,17,14,111,36,45,19
Rwanda,646,RW,RWA,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Svatý Kryštof a Nevis,659,KN,KNA,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Svatá Lucie,662,LC,LCA,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Svatý Tomáš a Princův ostrov,678,ST,STP,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Saúdská Arábie,682,SA,SAU,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Senegal,686,SN,SEN,9,5,0,0,0,1,0,0,0,0,0,0,0,0
Srbsko,688,RS,SRB,104,17,0,8,11,9,4,5,0,2,19,5,7,4
Sierra Leone,694,SL,SLE,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Singapur,702,SG,SGP,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Slovensko,703,SK,SVK,5858,2153,464,620,254,543,409,402,384,303,2108,471,1241,823
Vietnam,704,VN,VNM,4228,1965,1008,2496,3131,3636,796,569,525,434,1413,562,1113,306
Slovinsko,705,SI,SVN,34,6,2,0,3,2,2,1,1,0,9,1,5,2
Somálsko,706,SO,SOM,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Jižní Afrika,710,ZA,ZAF,29,4,4,0,1,2,1,1,0,0,8,2,1,2
Zimbabwe,716,ZW,ZWE,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Španělsko,724,ES,ESP,237,17,5,4,2,5,6,4,6,1,22,9,9,2
Súdán,729,SD,SDN,5,1,0,0,0,1,0,0,0,0,0,0,0,0
Surinam,740,SR,SUR,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Švédsko,752,SE,SWE,54,11,2,2,1,12,2,0,0,3,8,0,3,0
Švýcarsko,756,CH,CHE,31,7,3,1,5,1,4,1,1,1,5,0,3,1
Sýrie,760,SY,SYR,42,14,3,11,4,16,7,8,1,1,29,5,17,3
Tádžikistán,762,TJ,TJK,8,0,0,0,0,0,0,0,0,0,1,0,0,0
Thajsko,764,TH,THA,81,8,3,7,3,2,1,2,1,0,4,1,1,2
Spojené arabské emiráty,784,AE,ARE,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Tunisko,788,TN,TUN,69,17,6,4,2,5,2,4,0,0,6,1,5,1
Turecko,792,TR,TUR,62,15,6,5,4,16,5,5,4,3,7,4,8,5
Turkmenistán,795,TM,TKM,4,1,0,0,0,0,0,0,0,0,1,0,0,0
Uganda,800,UG,UGA,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Ukrajina,804,UA,UKR,9918,2930,667,1310,606,1118,714,853,813,431,1806,389,270,262
Makedonie,807,MK,MKD,121,31,7,8,2,50,1,6,1,2,22,14,32,7
Egypt,818,EG,EGY,27,10,3,2,3,7,4,5,3,1,8,8,6,2
Velká Británie,826,GB,GBR,935,174,43,56,18,32,65,30,43,24,119,39,61,40
Guernsey,831,GG,GGY,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tanzanie,834,TZ,TZA,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Spojené státy,840,US,USA,1093,87,40,19,6,22,22,18,13,10,63,24,32,18
Burkina Faso,854,BF,BFA,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Uruguay,858,UY,URY,1,2,0,1,0,0,0,0,0,0,0,0,0,0
Uzbekistán,860,UZ,UZB,300,11,0,13,5,3,3,7,4,2,6,1,1,0
Venezuela,862,VE,VEN,17,2,0,0,0,0,0,1,0,0,3,0,0,0
Jemen,887,YE,YEM,10,1,0,2,0,3,1,0,0,2,3,1,1,0
Srbsko a Černá Hora,891,CS,SCG,247,55,16,15,10,24,11,5,1,2,20,8,15,7
Zambie,894,ZM,ZMB,1,2,0,0,0,0,0,0,0,0,0,0,0,0
